lowerBound,upperBound,HourOfDay,BucketMinuteOfHour,DayOfWeek,combo
"284.69048378764470","359.30951621235530",01,15,Wednesday,"splunkes01-stream:ip-main"
15,15,01,15,Wednesday,"splunksearch01-exec-main"
15,15,01,15,Wednesday,"splunksearch02-exec-main"
0,0,01,15,Wednesday,"splunksearch02-stash-main"
15,15,01,15,Wednesday,"splunksearch03-exec-main"
"922.47840082129040","1003.52159917870960",01,15,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,01,15,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,01,15,Wednesday,"usesplunkfwd01-exec-main"
0,0,01,30,Friday,"34.193.54.29:8088-httpevent-main"
0,0,01,30,Friday,"splunkes01-ess_content_importer-main"
"319.086923613597200","382.913076386402800",01,30,Friday,"splunkes01-stream:ip-main"
15,15,01,30,Friday,"splunksearch01-exec-main"
15,15,01,30,Friday,"splunksearch02-exec-main"
0,0,01,30,Friday,"splunksearch02-stash-main"
15,15,01,30,Friday,"splunksearch03-exec-main"
"334.4876769727596","1567.5123230272404",01,30,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,01,30,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,01,30,Friday,"usesplunkfwd01-exec-main"
0,0,01,30,Monday,"34.193.54.29:8088-httpevent-main"
0,0,01,30,Monday,"splunkes01-ess_content_importer-main"
"318.533206249722900","403.466793750277100",01,30,Monday,"splunkes01-stream:ip-main"
15,15,01,30,Monday,"splunksearch01-exec-main"
15,15,01,30,Monday,"splunksearch02-exec-main"
0,0,01,30,Monday,"splunksearch02-stash-main"
15,15,01,30,Monday,"splunksearch03-exec-main"
"308.32963961033930","1599.67036038966080",01,30,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,01,30,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,01,30,Monday,"usesplunkfwd01-exec-main"
0,0,01,30,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,01,30,Saturday,"splunkes01-ess_content_importer-main"
"308.0","362.0",01,30,Saturday,"splunkes01-stream:ip-main"
15,15,01,30,Saturday,"splunksearch01-exec-main"
15,15,01,30,Saturday,"splunksearch02-exec-main"
0,0,01,30,Saturday,"splunksearch02-stash-main"
15,15,01,30,Saturday,"splunksearch03-exec-main"
"170.09644968333146","1775.90355031666850",01,30,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,01,30,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,01,30,Saturday,"usesplunkfwd01-exec-main"
0,0,01,30,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,01,30,Sunday,"splunkes01-ess_content_importer-main"
"314.303940625934100","359.696059374065900",01,30,Sunday,"splunkes01-stream:ip-main"
15,15,01,30,Sunday,"splunksearch01-exec-main"
15,15,01,30,Sunday,"splunksearch02-exec-main"
0,0,01,30,Sunday,"splunksearch02-stash-main"
15,15,01,30,Sunday,"splunksearch03-exec-main"
"359.8249023397632","1582.1750976602368",01,30,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,01,30,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,01,30,Sunday,"usesplunkfwd01-exec-main"
0,0,01,30,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,01,30,Thursday,"splunkes01-ess_content_importer-main"
"314.848042686784800","377.151957313215200",01,30,Thursday,"splunkes01-stream:ip-main"
15,15,01,30,Thursday,"splunksearch01-exec-main"
15,15,01,30,Thursday,"splunksearch02-exec-main"
0,0,01,30,Thursday,"splunksearch02-stash-main"
15,15,01,30,Thursday,"splunksearch03-exec-main"
"346.37549057231390","1595.62450942768600",01,30,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,01,30,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,01,30,Thursday,"usesplunkfwd01-exec-main"
0,0,01,30,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,01,30,Tuesday,"splunkes01-ess_content_importer-main"
"305.01351598218616","378.98648401781384",01,30,Tuesday,"splunkes01-stream:ip-main"
15,15,01,30,Tuesday,"splunksearch01-exec-main"
15,15,01,30,Tuesday,"splunksearch02-exec-main"
0,0,01,30,Tuesday,"splunksearch02-stash-main"
15,15,01,30,Tuesday,"splunksearch03-exec-main"
"316.38879133952673","1613.61120866047330",01,30,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,01,30,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,01,30,Tuesday,"usesplunkfwd01-exec-main"
0,0,01,30,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,01,30,Wednesday,"splunkes01-ess_content_importer-main"
"306.276844970721900","393.723155029278100",01,30,Wednesday,"splunkes01-stream:ip-main"
15,15,01,30,Wednesday,"splunksearch01-exec-main"
15,15,01,30,Wednesday,"splunksearch02-exec-main"
0,0,01,30,Wednesday,"splunksearch02-stash-main"
15,15,01,30,Wednesday,"splunksearch03-exec-main"
"895.023576987314800","994.976423012685200",01,30,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,01,30,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,01,30,Wednesday,"usesplunkfwd01-exec-main"
0,0,01,45,Friday,"34.193.54.29:8088-httpevent-main"
0,0,01,45,Friday,"splunkes01-ess_content_importer-main"
"301.002584056972070","386.997415943027930",01,45,Friday,"splunkes01-stream:ip-main"
15,15,01,45,Friday,"splunksearch01-exec-main"
15,15,01,45,Friday,"splunksearch02-exec-main"
0,0,01,45,Friday,"splunksearch02-stash-main"
15,15,01,45,Friday,"splunksearch03-exec-main"
"336.402059205470","1579.597940794530",01,45,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,01,45,Friday,"usesplunkfwd01-detectify_findings-main"
"15.3333333333332380","16.6666666666667600",01,45,Friday,"usesplunkfwd01-exec-main"
0,0,01,45,Monday,"34.193.54.29:8088-httpevent-main"
0,0,01,45,Monday,"splunkes01-ess_content_importer-main"
"303.37960964155040","372.62039035844960",01,45,Monday,"splunkes01-stream:ip-main"
15,15,01,45,Monday,"splunksearch01-exec-main"
15,15,01,45,Monday,"splunksearch02-exec-main"
0,0,01,45,Monday,"splunksearch02-stash-main"
15,15,01,45,Monday,"splunksearch03-exec-main"
"305.9217207975934","1598.0782792024065",01,45,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,01,45,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,01,45,Monday,"usesplunkfwd01-exec-main"
0,0,01,45,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,01,45,Saturday,"splunkes01-ess_content_importer-main"
"292.987375548473300","381.012624451526700",01,45,Saturday,"splunkes01-stream:ip-main"
15,15,01,45,Saturday,"splunksearch01-exec-main"
15,15,01,45,Saturday,"splunksearch02-exec-main"
0,0,01,45,Saturday,"splunksearch02-stash-main"
15,15,01,45,Saturday,"splunksearch03-exec-main"
"141.0830278151290","1754.9169721848712",01,45,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,01,45,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,01,45,Saturday,"usesplunkfwd01-exec-main"
0,0,01,45,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,01,45,Sunday,"splunkes01-ess_content_importer-main"
"298.7664770774276","363.2335229225724",01,45,Sunday,"splunkes01-stream:ip-main"
15,15,01,45,Sunday,"splunksearch01-exec-main"
15,15,01,45,Sunday,"splunksearch02-exec-main"
0,0,01,45,Sunday,"splunksearch02-stash-main"
15,15,01,45,Sunday,"splunksearch03-exec-main"
"338.23896313906550","1555.76103686093440",01,45,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,01,45,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,01,45,Sunday,"usesplunkfwd01-exec-main"
0,0,01,45,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,01,45,Thursday,"splunkes01-ess_content_importer-main"
"296.1207740886508","377.8792259113492",01,45,Thursday,"splunkes01-stream:ip-main"
15,15,01,45,Thursday,"splunksearch01-exec-main"
15,15,01,45,Thursday,"splunksearch02-exec-main"
0,0,01,45,Thursday,"splunksearch02-stash-main"
15,15,01,45,Thursday,"splunksearch03-exec-main"
"328.65565118144990","1569.34434881855000",01,45,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,01,45,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,01,45,Thursday,"usesplunkfwd01-exec-main"
0,0,01,45,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,01,45,Tuesday,"splunkes01-ess_content_importer-main"
"303.306897741403760","384.693102258596240",01,45,Tuesday,"splunkes01-stream:ip-main"
15,15,01,45,Tuesday,"splunksearch01-exec-main"
15,15,01,45,Tuesday,"splunksearch02-exec-main"
0,0,01,45,Tuesday,"splunksearch02-stash-main"
15,15,01,45,Tuesday,"splunksearch03-exec-main"
"297.3473401720883","1588.6526598279117",01,45,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,01,45,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,01,45,Tuesday,"usesplunkfwd01-exec-main"
0,0,01,45,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,01,45,Wednesday,"splunkes01-ess_content_importer-main"
"300.60196755153726","367.39803244846274",01,45,Wednesday,"splunkes01-stream:ip-main"
15,15,01,45,Wednesday,"splunksearch01-exec-main"
15,15,01,45,Wednesday,"splunksearch02-exec-main"
0,0,01,45,Wednesday,"splunksearch02-stash-main"
15,15,01,45,Wednesday,"splunksearch03-exec-main"
"921.433584345657100","986.566415654342900",01,45,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,01,45,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,01,45,Wednesday,"usesplunkfwd01-exec-main"
0,0,02,00,Friday,"34.193.54.29:8088-httpevent-main"
0,0,02,00,Friday,"splunkes01-ess_content_importer-main"
"319.535734554895440","382.464265445104560",02,00,Friday,"splunkes01-stream:ip-main"
"15.3333333333332380","16.6666666666667600",02,00,Friday,"splunksearch01-exec-main"
15,15,02,00,Friday,"splunksearch02-exec-main"
0,0,02,00,Friday,"splunksearch02-stash-main"
"15.3333333333332380","16.6666666666667600",02,00,Friday,"splunksearch03-exec-main"
"342.87176659399870","1575.12823340600130",02,00,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,02,00,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,02,00,Friday,"usesplunkfwd01-exec-main"
0,0,02,00,Monday,"34.193.54.29:8088-httpevent-main"
0,0,02,00,Monday,"splunkes01-ess_content_importer-main"
"315.061641867089750","372.938358132910250",02,00,Monday,"splunkes01-stream:ip-main"
15,15,02,00,Monday,"splunksearch01-exec-main"
15,15,02,00,Monday,"splunksearch02-exec-main"
0,0,02,00,Monday,"splunksearch02-stash-main"
15,15,02,00,Monday,"splunksearch03-exec-main"
"315.14651692100426","1608.85348307899590",02,00,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,02,00,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,02,00,Monday,"usesplunkfwd01-exec-main"
0,0,02,00,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,02,00,Saturday,"splunkes01-ess_content_importer-main"
"318.689749737761250","405.310250262238750",02,00,Saturday,"splunkes01-stream:ip-main"
15,15,02,00,Saturday,"splunksearch01-exec-main"
15,15,02,00,Saturday,"splunksearch02-exec-main"
0,0,02,00,Saturday,"splunksearch02-stash-main"
15,15,02,00,Saturday,"splunksearch03-exec-main"
"172.04433551498970","1785.95566448501040",02,00,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,02,00,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,02,00,Saturday,"usesplunkfwd01-exec-main"
0,0,02,00,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,02,00,Sunday,"splunkes01-ess_content_importer-main"
"311.83136492092450","354.16863507907550",02,00,Sunday,"splunkes01-stream:ip-main"
15,15,02,00,Sunday,"splunksearch01-exec-main"
15,15,02,00,Sunday,"splunksearch02-exec-main"
0,0,02,00,Sunday,"splunksearch02-stash-main"
15,15,02,00,Sunday,"splunksearch03-exec-main"
"353.3206961023168","1566.6793038976832",02,00,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,02,00,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,02,00,Sunday,"usesplunkfwd01-exec-main"
0,0,02,00,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,02,00,Thursday,"splunkes01-ess_content_importer-main"
"302.0","368.0",02,00,Thursday,"splunkes01-stream:ip-main"
15,15,02,00,Thursday,"splunksearch01-exec-main"
15,15,02,00,Thursday,"splunksearch02-exec-main"
0,0,02,00,Thursday,"splunksearch02-stash-main"
15,15,02,00,Thursday,"splunksearch03-exec-main"
"326.475708886254","1569.524291113746",02,00,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,02,00,Thursday,"usesplunkfwd01-detectify_findings-main"
"15.3333333333332380","16.6666666666667600",02,00,Thursday,"usesplunkfwd01-exec-main"
0,0,02,00,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,02,00,Tuesday,"splunkes01-ess_content_importer-main"
"318.968855303867300","413.031144696132700",02,00,Tuesday,"splunkes01-stream:ip-main"
15,15,02,00,Tuesday,"splunksearch01-exec-main"
15,15,02,00,Tuesday,"splunksearch02-exec-main"
0,0,02,00,Tuesday,"splunksearch02-stash-main"
15,15,02,00,Tuesday,"splunksearch03-exec-main"
"297.8112518522102","1600.1887481477897",02,00,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,00,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,02,00,Tuesday,"usesplunkfwd01-exec-main"
0,0,02,00,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,02,00,Wednesday,"splunkes01-ess_content_importer-main"
"311.227268483151100","380.772731516848900",02,00,Wednesday,"splunkes01-stream:ip-main"
15,15,02,00,Wednesday,"splunksearch01-exec-main"
15,15,02,00,Wednesday,"splunksearch02-exec-main"
0,0,02,00,Wednesday,"splunksearch02-stash-main"
15,15,02,00,Wednesday,"splunksearch03-exec-main"
"901.127717466850400","998.872282533149600",02,00,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,00,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,02,00,Wednesday,"usesplunkfwd01-exec-main"
0,0,02,15,Friday,"34.193.54.29:8088-httpevent-main"
0,0,02,15,Friday,"splunkes01-ess_content_importer-main"
"303.25398235078750","374.74601764921250",02,15,Friday,"splunkes01-stream:ip-main"
15,15,02,15,Friday,"splunksearch01-exec-main"
15,15,02,15,Friday,"splunksearch02-exec-main"
0,0,02,15,Friday,"splunksearch02-stash-main"
15,15,02,15,Friday,"splunksearch03-exec-main"
"343.8985160635476","1580.1014839364525",02,15,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,02,15,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,02,15,Friday,"usesplunkfwd01-exec-main"
0,0,02,15,Monday,"34.193.54.29:8088-httpevent-main"
0,0,02,15,Monday,"splunkes01-ess_content_importer-main"
"309.938842300636050","366.061157699363950",02,15,Monday,"splunkes01-stream:ip-main"
15,15,02,15,Monday,"splunksearch01-exec-main"
"15.2928932188134520","16.7071067811865460",02,15,Monday,"splunksearch02-exec-main"
0,0,02,15,Monday,"splunksearch02-stash-main"
15,15,02,15,Monday,"splunksearch03-exec-main"
"303.3724693553786","1602.6275306446214",02,15,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,02,15,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,02,15,Monday,"usesplunkfwd01-exec-main"
0,0,02,15,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,02,15,Saturday,"splunkes01-ess_content_importer-main"
"308.153750254816260","417.846249745183740",02,15,Saturday,"splunkes01-stream:ip-main"
15,15,02,15,Saturday,"splunksearch01-exec-main"
15,15,02,15,Saturday,"splunksearch02-exec-main"
0,0,02,15,Saturday,"splunksearch02-stash-main"
15,15,02,15,Saturday,"splunksearch03-exec-main"
"158.28495439262850","1763.71504560737140",02,15,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,02,15,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,02,15,Saturday,"usesplunkfwd01-exec-main"
0,0,02,15,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,02,15,Sunday,"splunkes01-ess_content_importer-main"
"297.192353041638100","358.807646958361900",02,15,Sunday,"splunkes01-stream:ip-main"
15,15,02,15,Sunday,"splunksearch01-exec-main"
15,15,02,15,Sunday,"splunksearch02-exec-main"
0,0,02,15,Sunday,"splunksearch02-stash-main"
15,15,02,15,Sunday,"splunksearch03-exec-main"
"367.3172572503148","1590.6827427496850",02,15,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,02,15,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,02,15,Sunday,"usesplunkfwd01-exec-main"
0,0,02,15,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,02,15,Thursday,"splunkes01-ess_content_importer-main"
"304.649626161759100","363.350373838240900",02,15,Thursday,"splunkes01-stream:ip-main"
15,15,02,15,Thursday,"splunksearch01-exec-main"
15,15,02,15,Thursday,"splunksearch02-exec-main"
0,0,02,15,Thursday,"splunksearch02-stash-main"
15,15,02,15,Thursday,"splunksearch03-exec-main"
"344.21697344957886","1583.78302655042130",02,15,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,02,15,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,02,15,Thursday,"usesplunkfwd01-exec-main"
0,0,02,15,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,02,15,Tuesday,"splunkes01-ess_content_importer-main"
"306.127796724894500","413.872203275105500",02,15,Tuesday,"splunkes01-stream:ip-main"
15,15,02,15,Tuesday,"splunksearch01-exec-main"
15,15,02,15,Tuesday,"splunksearch02-exec-main"
0,0,02,15,Tuesday,"splunksearch02-stash-main"
15,15,02,15,Tuesday,"splunksearch03-exec-main"
"297.69860646256110","1586.30139353743880",02,15,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,15,Tuesday,"usesplunkfwd01-detectify_findings-main"
"15.2928932188134520","16.7071067811865460",02,15,Tuesday,"usesplunkfwd01-exec-main"
0,0,02,15,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,02,15,Wednesday,"splunkes01-ess_content_importer-main"
"292.447927890605570","401.552072109394430",02,15,Wednesday,"splunkes01-stream:ip-main"
15,15,02,15,Wednesday,"splunksearch01-exec-main"
15,15,02,15,Wednesday,"splunksearch02-exec-main"
0,0,02,15,Wednesday,"splunksearch02-stash-main"
15,15,02,15,Wednesday,"splunksearch03-exec-main"
"914.236513408462700","983.763486591537300",02,15,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,15,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,02,15,Wednesday,"usesplunkfwd01-exec-main"
0,0,02,30,Friday,"34.193.54.29:8088-httpevent-main"
0,0,02,30,Friday,"splunkes01-ess_content_importer-main"
"306.444076528875000","373.555923471125000",02,30,Friday,"splunkes01-stream:ip-main"
15,15,02,30,Friday,"splunksearch01-exec-main"
15,15,02,30,Friday,"splunksearch02-exec-main"
0,0,02,30,Friday,"splunksearch02-stash-main"
15,15,02,30,Friday,"splunksearch03-exec-main"
"348.96693636548710","1589.03306363451300",02,30,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,02,30,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,02,30,Friday,"usesplunkfwd01-exec-main"
0,0,02,30,Monday,"34.193.54.29:8088-httpevent-main"
0,0,02,30,Monday,"splunkes01-ess_content_importer-main"
"308.41540642160936","359.58459357839064",02,30,Monday,"splunkes01-stream:ip-main"
15,15,02,30,Monday,"splunksearch01-exec-main"
15,15,02,30,Monday,"splunksearch02-exec-main"
0,0,02,30,Monday,"splunksearch02-stash-main"
15,15,02,30,Monday,"splunksearch03-exec-main"
"308.95230877564","1597.04769122436",02,30,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,02,30,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,02,30,Monday,"usesplunkfwd01-exec-main"
0,0,02,30,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,02,30,Saturday,"splunkes01-ess_content_importer-main"
"323.342240094113830","410.657759905886170",02,30,Saturday,"splunkes01-stream:ip-main"
15,15,02,30,Saturday,"splunksearch01-exec-main"
15,15,02,30,Saturday,"splunksearch02-exec-main"
0,0,02,30,Saturday,"splunksearch02-stash-main"
15,15,02,30,Saturday,"splunksearch03-exec-main"
"150.6586843224236","1765.3413156775764",02,30,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,02,30,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,02,30,Saturday,"usesplunkfwd01-exec-main"
0,0,02,30,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,02,30,Sunday,"splunkes01-ess_content_importer-main"
"295.7900536509144","372.2099463490856",02,30,Sunday,"splunkes01-stream:ip-main"
15,15,02,30,Sunday,"splunksearch01-exec-main"
15,15,02,30,Sunday,"splunksearch02-exec-main"
0,0,02,30,Sunday,"splunksearch02-stash-main"
15,15,02,30,Sunday,"splunksearch03-exec-main"
"362.72874883376653","1583.27125116623350",02,30,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,02,30,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,02,30,Sunday,"usesplunkfwd01-exec-main"
0,0,02,30,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,02,30,Thursday,"splunkes01-ess_content_importer-main"
"308.855537754478700","385.144462245521300",02,30,Thursday,"splunkes01-stream:ip-main"
15,15,02,30,Thursday,"splunksearch01-exec-main"
15,15,02,30,Thursday,"splunksearch02-exec-main"
0,0,02,30,Thursday,"splunksearch02-stash-main"
15,15,02,30,Thursday,"splunksearch03-exec-main"
"334.7176637709970","1585.2823362290030",02,30,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,02,30,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,02,30,Thursday,"usesplunkfwd01-exec-main"
0,0,02,30,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,02,30,Tuesday,"splunkes01-ess_content_importer-main"
"324.74989433656490","409.25010566343510",02,30,Tuesday,"splunkes01-stream:ip-main"
15,15,02,30,Tuesday,"splunksearch01-exec-main"
15,15,02,30,Tuesday,"splunksearch02-exec-main"
0,0,02,30,Tuesday,"splunksearch02-stash-main"
15,15,02,30,Tuesday,"splunksearch03-exec-main"
"303.1748095137770","1604.8251904862232",02,30,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,30,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,02,30,Tuesday,"usesplunkfwd01-exec-main"
0,0,02,30,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,02,30,Wednesday,"splunkes01-ess_content_importer-main"
"300.98739651531480","403.01260348468520",02,30,Wednesday,"splunkes01-stream:ip-main"
15,15,02,30,Wednesday,"splunksearch01-exec-main"
15,15,02,30,Wednesday,"splunksearch02-exec-main"
0,0,02,30,Wednesday,"splunksearch02-stash-main"
15,15,02,30,Wednesday,"splunksearch03-exec-main"
"908.2858148894358","1009.7141851105642",02,30,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,02,30,Wednesday,"usesplunkfwd01-detectify_findings-main"
