lowerBound,upperBound,HourOfDay,BucketMinuteOfHour,DayOfWeek,combo
"344.119316417042","1577.880683582958",10,45,Thursday,"usesplunkdeploy01-stream:ip-main"
"15.231802546549748","66.768197453450260",10,45,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,10,45,Thursday,"usesplunkfwd01-exec-main"
0,0,10,45,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,10,45,Tuesday,"splunkes01-ess_content_importer-main"
"301.869967795564500","398.130032204435500",10,45,Tuesday,"splunkes01-stream:ip-main"
15,15,10,45,Tuesday,"splunksearch01-exec-main"
15,15,10,45,Tuesday,"splunksearch02-exec-main"
0,0,10,45,Tuesday,"splunksearch02-stash-main"
15,15,10,45,Tuesday,"splunksearch03-exec-main"
"307.18119119140374","1600.81880880859630",10,45,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,10,45,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,10,45,Tuesday,"usesplunkfwd01-exec-main"
0,0,10,45,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,10,45,Wednesday,"splunkes01-ess_content_importer-main"
"281.173052569519260","404.826947430480740",10,45,Wednesday,"splunkes01-stream:ip-main"
15,15,10,45,Wednesday,"splunksearch01-exec-main"
15,15,10,45,Wednesday,"splunksearch02-exec-main"
0,0,10,45,Wednesday,"splunksearch02-stash-main"
15,15,10,45,Wednesday,"splunksearch03-exec-main"
"901.7683697704582","1146.2316302295417",10,45,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,10,45,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,10,45,Wednesday,"usesplunkfwd01-exec-main"
0,0,11,00,Friday,"34.193.54.29:8088-httpevent-main"
0,0,11,00,Friday,"splunkes01-ess_content_importer-main"
"317.31982351945055","366.68017648054945",11,00,Friday,"splunkes01-stream:ip-main"
15,15,11,00,Friday,"splunksearch01-exec-main"
"15.3333333333332380","16.6666666666667600",11,00,Friday,"splunksearch02-exec-main"
0,0,11,00,Friday,"splunksearch02-stash-main"
"13.814187158566014","18.185812841433986",11,00,Friday,"splunksearch03-exec-main"
"139.4271014493910","1774.5728985506090",11,00,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,11,00,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,11,00,Friday,"usesplunkfwd01-exec-main"
0,0,11,00,Monday,"34.193.54.29:8088-httpevent-main"
0,0,11,00,Monday,"splunkes01-ess_content_importer-main"
"305.975090271531600","392.024909728468400",11,00,Monday,"splunkes01-stream:ip-main"
15,15,11,00,Monday,"splunksearch01-exec-main"
15,15,11,00,Monday,"splunksearch02-exec-main"
0,0,11,00,Monday,"splunksearch02-stash-main"
15,15,11,00,Monday,"splunksearch03-exec-main"
"339.0077426848030","1648.9922573151970",11,00,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,11,00,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,11,00,Monday,"usesplunkfwd01-exec-main"
0,0,11,00,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,11,00,Saturday,"splunkes01-ess_content_importer-main"
"294.212044235835260","365.787955764164740",11,00,Saturday,"splunkes01-stream:ip-main"
15,15,11,00,Saturday,"splunksearch01-exec-main"
15,15,11,00,Saturday,"splunksearch02-exec-main"
0,0,11,00,Saturday,"splunksearch02-stash-main"
15,15,11,00,Saturday,"splunksearch03-exec-main"
"151.1729041640858","1758.8270958359142",11,00,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,11,00,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,11,00,Saturday,"usesplunkfwd01-exec-main"
0,0,11,00,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,11,00,Sunday,"splunkes01-ess_content_importer-main"
"306.158603408914760","357.841396591085240",11,00,Sunday,"splunkes01-stream:ip-main"
15,15,11,00,Sunday,"splunksearch01-exec-main"
15,15,11,00,Sunday,"splunksearch02-exec-main"
0,0,11,00,Sunday,"splunksearch02-stash-main"
15,15,11,00,Sunday,"splunksearch03-exec-main"
"350.5321993739128","1569.4678006260872",11,00,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,11,00,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,11,00,Sunday,"usesplunkfwd01-exec-main"
0,0,11,00,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,11,00,Thursday,"splunkes01-ess_content_importer-main"
"306.76320092253860","387.23679907746140",11,00,Thursday,"splunkes01-stream:ip-main"
15,15,11,00,Thursday,"splunksearch01-exec-main"
15,15,11,00,Thursday,"splunksearch02-exec-main"
0,0,11,00,Thursday,"splunksearch02-stash-main"
15,15,11,00,Thursday,"splunksearch03-exec-main"
"355.2867006419148","1596.7132993580854",11,00,Thursday,"usesplunkdeploy01-stream:ip-main"
0,0,11,00,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,11,00,Thursday,"usesplunkfwd01-exec-main"
0,0,11,00,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,11,00,Tuesday,"splunkes01-ess_content_importer-main"
"319.429050817656000","404.570949182344000",11,00,Tuesday,"splunkes01-stream:ip-main"
15,15,11,00,Tuesday,"splunksearch01-exec-main"
15,15,11,00,Tuesday,"splunksearch02-exec-main"
0,0,11,00,Tuesday,"splunksearch02-stash-main"
15,15,11,00,Tuesday,"splunksearch03-exec-main"
"310.5703535075038","1601.4296464924962",11,00,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,00,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,11,00,Tuesday,"usesplunkfwd01-exec-main"
0,0,11,00,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,11,00,Wednesday,"splunkes01-ess_content_importer-main"
"301.59683167074510","404.40316832925490",11,00,Wednesday,"splunkes01-stream:ip-main"
15,15,11,00,Wednesday,"splunksearch01-exec-main"
15,15,11,00,Wednesday,"splunksearch02-exec-main"
0,0,11,00,Wednesday,"splunksearch02-stash-main"
15,15,11,00,Wednesday,"splunksearch03-exec-main"
"925.49425597498180","1068.50574402501820",11,00,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,00,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,11,00,Wednesday,"usesplunkfwd01-exec-main"
0,0,11,15,Friday,"34.193.54.29:8088-httpevent-main"
0,0,11,15,Friday,"splunkes01-ess_content_importer-main"
"305.124002766405740","400.875997233594260",11,15,Friday,"splunkes01-stream:ip-main"
15,15,11,15,Friday,"splunksearch01-exec-main"
"15.3333333333332380","16.6666666666667600",11,15,Friday,"splunksearch02-exec-main"
0,0,11,15,Friday,"splunksearch02-stash-main"
15,15,11,15,Friday,"splunksearch03-exec-main"
"141.09822865552974","1778.90177134447030",11,15,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,11,15,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,11,15,Friday,"usesplunkfwd01-exec-main"
0,0,11,15,Monday,"34.193.54.29:8088-httpevent-main"
0,0,11,15,Monday,"splunkes01-ess_content_importer-main"
"312.50452745167956","383.49547254832044",11,15,Monday,"splunkes01-stream:ip-main"
15,15,11,15,Monday,"splunksearch01-exec-main"
15,15,11,15,Monday,"splunksearch02-exec-main"
0,0,11,15,Monday,"splunksearch02-stash-main"
15,15,11,15,Monday,"splunksearch03-exec-main"
"301.6920167263788","1600.3079832736212",11,15,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,11,15,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,11,15,Monday,"usesplunkfwd01-exec-main"
0,0,11,15,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,11,15,Saturday,"splunkes01-ess_content_importer-main"
"312.54887803519915","399.45112196480085",11,15,Saturday,"splunkes01-stream:ip-main"
15,15,11,15,Saturday,"splunksearch01-exec-main"
15,15,11,15,Saturday,"splunksearch02-exec-main"
0,0,11,15,Saturday,"splunksearch02-stash-main"
15,15,11,15,Saturday,"splunksearch03-exec-main"
"150.4559488836499","1751.5440511163501",11,15,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,11,15,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,11,15,Saturday,"usesplunkfwd01-exec-main"
0,0,11,15,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,11,15,Sunday,"splunkes01-ess_content_importer-main"
"303.30074195612570","364.69925804387430",11,15,Sunday,"splunkes01-stream:ip-main"
15,15,11,15,Sunday,"splunksearch01-exec-main"
15,15,11,15,Sunday,"splunksearch02-exec-main"
0,0,11,15,Sunday,"splunksearch02-stash-main"
15,15,11,15,Sunday,"splunksearch03-exec-main"
"341.97044988715070","1564.02955011284940",11,15,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,11,15,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,11,15,Sunday,"usesplunkfwd01-exec-main"
0,0,11,15,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,11,15,Thursday,"splunkes01-ess_content_importer-main"
"296.430462221676400","393.569537778323600",11,15,Thursday,"splunkes01-stream:ip-main"
15,15,11,15,Thursday,"splunksearch01-exec-main"
15,15,11,15,Thursday,"splunksearch02-exec-main"
0,0,11,15,Thursday,"splunksearch02-stash-main"
15,15,11,15,Thursday,"splunksearch03-exec-main"
"341.74712547359410","1576.25287452640580",11,15,Thursday,"usesplunkdeploy01-stream:ip-main"
"0.267949192431123","3.732050807568877",11,15,Thursday,"usesplunkfwd01-detectify_findings-main"
"15.3333333333332380","16.6666666666667600",11,15,Thursday,"usesplunkfwd01-exec-main"
0,0,11,15,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,11,15,Tuesday,"splunkes01-ess_content_importer-main"
"299.8128978094286","388.1871021905714",11,15,Tuesday,"splunkes01-stream:ip-main"
15,15,11,15,Tuesday,"splunksearch01-exec-main"
15,15,11,15,Tuesday,"splunksearch02-exec-main"
0,0,11,15,Tuesday,"splunksearch02-stash-main"
15,15,11,15,Tuesday,"splunksearch03-exec-main"
"318.1985951007996","1621.8014048992004",11,15,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,15,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,11,15,Tuesday,"usesplunkfwd01-exec-main"
0,0,11,15,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,11,15,Wednesday,"splunkes01-ess_content_importer-main"
"283.354216838146160","410.645783161853840",11,15,Wednesday,"splunkes01-stream:ip-main"
15,15,11,15,Wednesday,"splunksearch01-exec-main"
15,15,11,15,Wednesday,"splunksearch02-exec-main"
0,0,11,15,Wednesday,"splunksearch02-stash-main"
15,15,11,15,Wednesday,"splunksearch03-exec-main"
"911.64606794120060","1040.35393205879950",11,15,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,15,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,11,15,Wednesday,"usesplunkfwd01-exec-main"
0,0,11,30,Friday,"34.193.54.29:8088-httpevent-main"
0,0,11,30,Friday,"splunkes01-ess_content_importer-main"
"310.625605420625000","359.374394579375000",11,30,Friday,"splunkes01-stream:ip-main"
15,15,11,30,Friday,"splunksearch01-exec-main"
15,15,11,30,Friday,"splunksearch02-exec-main"
0,0,11,30,Friday,"splunksearch02-stash-main"
15,15,11,30,Friday,"splunksearch03-exec-main"
"138.7788902426394","1781.2211097573606",11,30,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,11,30,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,11,30,Friday,"usesplunkfwd01-exec-main"
0,0,11,30,Monday,"34.193.54.29:8088-httpevent-main"
0,0,11,30,Monday,"splunkes01-ess_content_importer-main"
"315.581235489803200","414.418764510196800",11,30,Monday,"splunkes01-stream:ip-main"
15,15,11,30,Monday,"splunksearch01-exec-main"
15,15,11,30,Monday,"splunksearch02-exec-main"
0,0,11,30,Monday,"splunksearch02-stash-main"
15,15,11,30,Monday,"splunksearch03-exec-main"
"308.9066852005266","1601.0933147994733",11,30,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,11,30,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,11,30,Monday,"usesplunkfwd01-exec-main"
0,0,11,30,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,11,30,Saturday,"splunkes01-ess_content_importer-main"
"295.956542267114600","388.043457732885400",11,30,Saturday,"splunkes01-stream:ip-main"
15,15,11,30,Saturday,"splunksearch01-exec-main"
15,15,11,30,Saturday,"splunksearch02-exec-main"
0,0,11,30,Saturday,"splunksearch02-stash-main"
15,15,11,30,Saturday,"splunksearch03-exec-main"
"158.23317266899187","1755.76682733100820",11,30,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,11,30,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,11,30,Saturday,"usesplunkfwd01-exec-main"
0,0,11,30,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,11,30,Sunday,"splunkes01-ess_content_importer-main"
"313.432489252585200","380.567510747414800",11,30,Sunday,"splunkes01-stream:ip-main"
15,15,11,30,Sunday,"splunksearch01-exec-main"
15,15,11,30,Sunday,"splunksearch02-exec-main"
0,0,11,30,Sunday,"splunksearch02-stash-main"
15,15,11,30,Sunday,"splunksearch03-exec-main"
"351.1273243550634","1564.8726756449366",11,30,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,11,30,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,11,30,Sunday,"usesplunkfwd01-exec-main"
0,0,11,30,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,11,30,Thursday,"splunkes01-ess_content_importer-main"
"308.425185581771900","413.574814418228100",11,30,Thursday,"splunkes01-stream:ip-main"
15,15,11,30,Thursday,"splunksearch01-exec-main"
15,15,11,30,Thursday,"splunksearch02-exec-main"
0,0,11,30,Thursday,"splunksearch02-stash-main"
15,15,11,30,Thursday,"splunksearch03-exec-main"
"344.45746885110987","1579.54253114889020",11,30,Thursday,"usesplunkdeploy01-stream:ip-main"
"1.84283042933963","28.15716957066037",11,30,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,11,30,Thursday,"usesplunkfwd01-exec-main"
0,0,11,30,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,11,30,Tuesday,"splunkes01-ess_content_importer-main"
"323.33656766570840","438.66343233429160",11,30,Tuesday,"splunkes01-stream:ip-main"
15,15,11,30,Tuesday,"splunksearch01-exec-main"
15,15,11,30,Tuesday,"splunksearch02-exec-main"
0,0,11,30,Tuesday,"splunksearch02-stash-main"
15,15,11,30,Tuesday,"splunksearch03-exec-main"
"309.5769764454068","1604.4230235545933",11,30,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,30,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,11,30,Tuesday,"usesplunkfwd01-exec-main"
0,0,11,30,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,11,30,Wednesday,"splunkes01-ess_content_importer-main"
"278.583012640820870","405.416987359179130",11,30,Wednesday,"splunkes01-stream:ip-main"
15,15,11,30,Wednesday,"splunksearch01-exec-main"
15,15,11,30,Wednesday,"splunksearch02-exec-main"
0,0,11,30,Wednesday,"splunksearch02-stash-main"
15,15,11,30,Wednesday,"splunksearch03-exec-main"
"894.49825176962450","1037.50174823037540",11,30,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,30,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,11,30,Wednesday,"usesplunkfwd01-exec-main"
0,0,11,45,Friday,"34.193.54.29:8088-httpevent-main"
0,0,11,45,Friday,"splunkes01-ess_content_importer-main"
"297.998412734404100","368.001587265595900",11,45,Friday,"splunkes01-stream:ip-main"
15,15,11,45,Friday,"splunksearch01-exec-main"
15,15,11,45,Friday,"splunksearch02-exec-main"
0,0,11,45,Friday,"splunksearch02-stash-main"
15,15,11,45,Friday,"splunksearch03-exec-main"
"144.9498510286176","1769.0501489713824",11,45,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,11,45,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,11,45,Friday,"usesplunkfwd01-exec-main"
0,0,11,45,Monday,"34.193.54.29:8088-httpevent-main"
0,0,11,45,Monday,"splunkes01-ess_content_importer-main"
"298.035734237835400","361.964265762164600",11,45,Monday,"splunkes01-stream:ip-main"
15,15,11,45,Monday,"splunksearch01-exec-main"
15,15,11,45,Monday,"splunksearch02-exec-main"
0,0,11,45,Monday,"splunksearch02-stash-main"
15,15,11,45,Monday,"splunksearch03-exec-main"
"291.7330796654823","1588.2669203345176",11,45,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,11,45,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,11,45,Monday,"usesplunkfwd01-exec-main"
0,0,11,45,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,11,45,Saturday,"splunkes01-ess_content_importer-main"
"299.2387739643578","382.7612260356422",11,45,Saturday,"splunkes01-stream:ip-main"
15,15,11,45,Saturday,"splunksearch01-exec-main"
15,15,11,45,Saturday,"splunksearch02-exec-main"
0,0,11,45,Saturday,"splunksearch02-stash-main"
15,15,11,45,Saturday,"splunksearch03-exec-main"
"160.2298275772022","1773.7701724227977",11,45,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,11,45,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,11,45,Saturday,"usesplunkfwd01-exec-main"
0,0,11,45,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,11,45,Sunday,"splunkes01-ess_content_importer-main"
"301.20711521909794","356.79288478090206",11,45,Sunday,"splunkes01-stream:ip-main"
15,15,11,45,Sunday,"splunksearch01-exec-main"
15,15,11,45,Sunday,"splunksearch02-exec-main"
0,0,11,45,Sunday,"splunksearch02-stash-main"
15,15,11,45,Sunday,"splunksearch03-exec-main"
"338.8721170576924","1557.1278829423077",11,45,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,11,45,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,11,45,Sunday,"usesplunkfwd01-exec-main"
0,0,11,45,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,11,45,Thursday,"splunkes01-ess_content_importer-main"
"291.9901970205726","394.0098029794274",11,45,Thursday,"splunkes01-stream:ip-main"
15,15,11,45,Thursday,"splunksearch01-exec-main"
15,15,11,45,Thursday,"splunksearch02-exec-main"
0,0,11,45,Thursday,"splunksearch02-stash-main"
15,15,11,45,Thursday,"splunksearch03-exec-main"
"339.407658472566","1590.592341527434",11,45,Thursday,"usesplunkdeploy01-stream:ip-main"
"10.80509326814937","49.19490673185063",11,45,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,11,45,Thursday,"usesplunkfwd01-exec-main"
0,0,11,45,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,11,45,Tuesday,"splunkes01-ess_content_importer-main"
"295.893637723096560","402.106362276903440",11,45,Tuesday,"splunkes01-stream:ip-main"
15,15,11,45,Tuesday,"splunksearch01-exec-main"
15,15,11,45,Tuesday,"splunksearch02-exec-main"
0,0,11,45,Tuesday,"splunksearch02-stash-main"
15,15,11,45,Tuesday,"splunksearch03-exec-main"
"352.3177823585878","1675.6822176414120",11,45,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,45,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,11,45,Tuesday,"usesplunkfwd01-exec-main"
0,0,11,45,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,11,45,Wednesday,"splunkes01-ess_content_importer-main"
"276.86540501903980","357.13459498096020",11,45,Wednesday,"splunkes01-stream:ip-main"
15,15,11,45,Wednesday,"splunksearch01-exec-main"
15,15,11,45,Wednesday,"splunksearch02-exec-main"
0,0,11,45,Wednesday,"splunksearch02-stash-main"
15,15,11,45,Wednesday,"splunksearch03-exec-main"
"887.943603234523000","988.056396765477000",11,45,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,11,45,Wednesday,"usesplunkfwd01-detectify_findings-main"
"15.2928932188134520","16.7071067811865460",11,45,Wednesday,"usesplunkfwd01-exec-main"
0,0,12,00,Friday,"34.193.54.29:8088-httpevent-main"
0,0,12,00,Friday,"splunkes01-ess_content_importer-main"
"309.946409669179900","368.053590330820100",12,00,Friday,"splunkes01-stream:ip-main"
15,15,12,00,Friday,"splunksearch01-exec-main"
15,15,12,00,Friday,"splunksearch02-exec-main"
0,0,12,00,Friday,"splunksearch02-stash-main"
15,15,12,00,Friday,"splunksearch03-exec-main"
"152.5856284437658","1777.4143715562340",12,00,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,12,00,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,12,00,Friday,"usesplunkfwd01-exec-main"
0,0,12,00,Monday,"34.193.54.29:8088-httpevent-main"
0,0,12,00,Monday,"splunkes01-ess_content_importer-main"
"302.786662471156200","351.213337528843800",12,00,Monday,"splunkes01-stream:ip-main"
15,15,12,00,Monday,"splunksearch01-exec-main"
15,15,12,00,Monday,"splunksearch02-exec-main"
0,0,12,00,Monday,"splunksearch02-stash-main"
15,15,12,00,Monday,"splunksearch03-exec-main"
"355.49221720620494","1672.50778279379500",12,00,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,12,00,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,12,00,Monday,"usesplunkfwd01-exec-main"
0,0,12,00,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,12,00,Saturday,"splunkes01-ess_content_importer-main"
"309.048857716646470","374.951142283353530",12,00,Saturday,"splunkes01-stream:ip-main"
15,15,12,00,Saturday,"splunksearch01-exec-main"
"15.3333333333332380","16.6666666666667600",12,00,Saturday,"splunksearch02-exec-main"
0,0,12,00,Saturday,"splunksearch02-stash-main"
15,15,12,00,Saturday,"splunksearch03-exec-main"
"150.07764265662786","1749.92235734337210",12,00,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,12,00,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,12,00,Saturday,"usesplunkfwd01-exec-main"
0,0,12,00,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,12,00,Sunday,"splunkes01-ess_content_importer-main"
"310.524521594286000","361.475478405714000",12,00,Sunday,"splunkes01-stream:ip-main"
15,15,12,00,Sunday,"splunksearch01-exec-main"
15,15,12,00,Sunday,"splunksearch02-exec-main"
0,0,12,00,Sunday,"splunksearch02-stash-main"
15,15,12,00,Sunday,"splunksearch03-exec-main"
"356.1797382551144","1573.8202617448856",12,00,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,12,00,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,12,00,Sunday,"usesplunkfwd01-exec-main"
0,0,12,00,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,12,00,Thursday,"splunkes01-ess_content_importer-main"
"293.08467053153010","422.91532946846990",12,00,Thursday,"splunkes01-stream:ip-main"
15,15,12,00,Thursday,"splunksearch01-exec-main"
15,15,12,00,Thursday,"splunksearch02-exec-main"
0,0,12,00,Thursday,"splunksearch02-stash-main"
15,15,12,00,Thursday,"splunksearch03-exec-main"
"346.76159014730510","1579.23840985269500",12,00,Thursday,"usesplunkdeploy01-stream:ip-main"
"6.064990806687895","29.935009193312105",12,00,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,12,00,Thursday,"usesplunkfwd01-exec-main"
0,0,12,00,Tuesday,"34.193.54.29:8088-httpevent-main"
0,0,12,00,Tuesday,"splunkes01-ess_content_importer-main"
"296.666241497982070","427.333758502017930",12,00,Tuesday,"splunkes01-stream:ip-main"
15,15,12,00,Tuesday,"splunksearch01-exec-main"
15,15,12,00,Tuesday,"splunksearch02-exec-main"
0,0,12,00,Tuesday,"splunksearch02-stash-main"
15,15,12,00,Tuesday,"splunksearch03-exec-main"
"341.15826855198750","1644.84173144801250",12,00,Tuesday,"usesplunkdeploy01-stream:ip-main"
0,0,12,00,Tuesday,"usesplunkfwd01-detectify_findings-main"
15,15,12,00,Tuesday,"usesplunkfwd01-exec-main"
0,0,12,00,Wednesday,"34.193.54.29:8088-httpevent-main"
0,0,12,00,Wednesday,"splunkes01-ess_content_importer-main"
"287.83527135526396","388.16472864473604",12,00,Wednesday,"splunkes01-stream:ip-main"
15,15,12,00,Wednesday,"splunksearch01-exec-main"
15,15,12,00,Wednesday,"splunksearch02-exec-main"
0,0,12,00,Wednesday,"splunksearch02-stash-main"
15,15,12,00,Wednesday,"splunksearch03-exec-main"
"894.64000786850900","1025.35999213149100",12,00,Wednesday,"usesplunkdeploy01-stream:ip-main"
0,0,12,00,Wednesday,"usesplunkfwd01-detectify_findings-main"
15,15,12,00,Wednesday,"usesplunkfwd01-exec-main"
0,0,12,15,Friday,"34.193.54.29:8088-httpevent-main"
0,0,12,15,Friday,"splunkes01-ess_content_importer-main"
"304.346323633616860","355.653676366383140",12,15,Friday,"splunkes01-stream:ip-main"
15,15,12,15,Friday,"splunksearch01-exec-main"
15,15,12,15,Friday,"splunksearch02-exec-main"
0,0,12,15,Friday,"splunksearch02-stash-main"
15,15,12,15,Friday,"splunksearch03-exec-main"
"132.5837843178936","1749.4162156821064",12,15,Friday,"usesplunkdeploy01-stream:ip-main"
0,0,12,15,Friday,"usesplunkfwd01-detectify_findings-main"
15,15,12,15,Friday,"usesplunkfwd01-exec-main"
0,0,12,15,Monday,"34.193.54.29:8088-httpevent-main"
0,0,12,15,Monday,"splunkes01-ess_content_importer-main"
"307.27390946332820","342.72609053667180",12,15,Monday,"splunkes01-stream:ip-main"
15,15,12,15,Monday,"splunksearch01-exec-main"
15,15,12,15,Monday,"splunksearch02-exec-main"
0,0,12,15,Monday,"splunksearch02-stash-main"
15,15,12,15,Monday,"splunksearch03-exec-main"
"312.5857254589690","1609.4142745410309",12,15,Monday,"usesplunkdeploy01-stream:ip-main"
0,0,12,15,Monday,"usesplunkfwd01-detectify_findings-main"
15,15,12,15,Monday,"usesplunkfwd01-exec-main"
0,0,12,15,Saturday,"34.193.54.29:8088-httpevent-main"
0,0,12,15,Saturday,"splunkes01-ess_content_importer-main"
"302.413245761857870","381.586754238142130",12,15,Saturday,"splunkes01-stream:ip-main"
15,15,12,15,Saturday,"splunksearch01-exec-main"
15,15,12,15,Saturday,"splunksearch02-exec-main"
0,0,12,15,Saturday,"splunksearch02-stash-main"
15,15,12,15,Saturday,"splunksearch03-exec-main"
"127.8528813241302","1732.1471186758700",12,15,Saturday,"usesplunkdeploy01-stream:ip-main"
0,0,12,15,Saturday,"usesplunkfwd01-detectify_findings-main"
15,15,12,15,Saturday,"usesplunkfwd01-exec-main"
0,0,12,15,Sunday,"34.193.54.29:8088-httpevent-main"
0,0,12,15,Sunday,"splunkes01-ess_content_importer-main"
"311.525523498959160","360.474476501040840",12,15,Sunday,"splunkes01-stream:ip-main"
15,15,12,15,Sunday,"splunksearch01-exec-main"
15,15,12,15,Sunday,"splunksearch02-exec-main"
0,0,12,15,Sunday,"splunksearch02-stash-main"
15,15,12,15,Sunday,"splunksearch03-exec-main"
"342.27135075667934","1557.72864924332070",12,15,Sunday,"usesplunkdeploy01-stream:ip-main"
0,0,12,15,Sunday,"usesplunkfwd01-detectify_findings-main"
15,15,12,15,Sunday,"usesplunkfwd01-exec-main"
0,0,12,15,Thursday,"34.193.54.29:8088-httpevent-main"
0,0,12,15,Thursday,"splunkes01-ess_content_importer-main"
"282.924581961137600","389.075418038862400",12,15,Thursday,"splunkes01-stream:ip-main"
15,15,12,15,Thursday,"splunksearch01-exec-main"
15,15,12,15,Thursday,"splunksearch02-exec-main"
0,0,12,15,Thursday,"splunksearch02-stash-main"
15,15,12,15,Thursday,"splunksearch03-exec-main"
"343.6099738055008","1578.3900261944991",12,15,Thursday,"usesplunkdeploy01-stream:ip-main"
0,2,12,15,Thursday,"usesplunkfwd01-detectify_findings-main"
15,15,12,15,Thursday,"usesplunkfwd01-exec-main"
